BookId,Book_Title,Author,Main Genre,Sub Genre,Type,Price,Rating,No. of People rated,Sales,URLs
B4688,Taxmann's Law & Practice Relating to UAE Corporate Tax É?? Article-wise commentary in a clear example-driven format to bridge the gap b/w theory & practice | Federal Decree-Law No. 47 of 2022,CA Nirav Shah,Law,Tax Law,Hardcover,"2,199.00",0,0,0,https://www.amazon.in/Taxmanns-Practice-Relating-Corporate-wise/dp/9357781188/ref=zg_bs_g_4149548031_d_sccl_19/000-0000000-0000000?psc=1
B4690,Taxmann's New Criminal Major Acts (BNS | BNSS | BSA) É?? Transition to the New Criminal Laws with Comparative Analysis | Section-wise Tables | Section Key | Committee Reports et al.,Taxmann,Law,Tax Law,Hardcover,664.00,4.2,18,11952,https://www.amazon.in/Taxmanns-Criminal-Major-Acts-BNSS/dp/9357785612/ref=zg_bs_g_4149548031_d_sccl_2/000-0000000-0000000?psc=1
B4691,"Taxmann's PIO's Guide to RTI É?? Based on 1,00,000 categorised orders from the CIC & Courts, provides insights into the RTI Act's nuances, implementation, and strategies to counteract misuse",Dr. Rajesh Kumar Verma,Law,Tax Law,Hardcover,"1,889.00",0,0,0,https://www.amazon.in/Taxmanns-PIOs-Guide-RTI-implementation/dp/9357785299/ref=zg_bs_g_4149548031_d_sccl_1/000-0000000-0000000?psc=1
B4692,"Taxmann's Principles of Taxation Laws É?? Amended & updated student-oriented book to interpret, explain & illustrate the provisions of the Income Tax Act along with Case Laws [Finance Act 2023]",Dr. Neha Pathakji,Law,Tax Law,Paperback,895.00,5,3,2685,https://www.amazon.in/Taxmanns-Principles-Taxation-Laws-student-oriented/dp/9357781838/ref=zg_bs_g_4149548031_d_sccl_17/000-0000000-0000000?psc=1
B4693,"Taxmann's Understanding New Criminal Laws É?? A Simplified and Concise Dictionary-Style Companion to Answer 'What Changed' in BNS, BNSS, and BSA, Encompassing 550+ Key Concepts",Taxmann,Law,Tax Law,Paperback,175.00,0,0,0,https://www.amazon.in/Taxmanns-Understanding-Criminal-Laws-Dictionary-Style/dp/9357788964/ref=zg_bs_g_4149548031_d_sccl_7/000-0000000-0000000?psc=1
B4694,Te LindeÉ??s Operative Gynecology South Asian Edition,Sharmila Arun Babu,Medicine & Health Sciences,Reference,Hardcover,"4,662.00",4.6,8,37296,https://www.amazon.in/Lindes-Operative-Gynecology-South-Asian/dp/9390612861/ref=zg_bs_g_4149694031_d_sccl_10/000-0000000-0000000?psc=1
B4695,"Teach Me: Older Man, Younger Woman Romance (Sophisticated Seductions Series)",L. L. Ash,Romance,Small Town Romance,Kindle Edition,412.00,4,339,139668,https://www.amazon.in/Teach-Me-Younger-Sophisticated-Seductions-ebook/dp/B0BMVQL9XN/ref=zg_bs_g_92041937031_d_sccl_19/000-0000000-0000000?psc=1
B4696,Teach Yourself Gardening,Pramila Mehra,"Crafts, Home & Lifestyle",Gardening & Landscape Design,Paperback,150.00,3.6,54,8100,https://www.amazon.in/Teach-Yourself-Gardening-Pramila-Mehra/dp/9353494516/ref=zg_bs_g_1318122031_d_sccl_17/000-0000000-0000000?psc=1
B4697,Teaching Aptitude & Teaching Attitude,RPH Editorial Board,Exam Preparation,Professional Certification Exams,Paperback,80.00,4,718,57440,https://www.amazon.in/Teaching-Aptitude-Atitude-Recruitment-Examinations/dp/8178123657/ref=zg_bs_g_4149802031_d_sccl_10/000-0000000-0000000?psc=1
B4698,Team of Teams : New Rules of Engagement for a Complex World,Chris Fussell,Politics,Freedom & Security,Paperback,356.00,4.6,4652,1656112,https://www.amazon.in/Team-Teams-Rules-Engagement-Complex/dp/0241250838/ref=zg_bs_g_1318177031_d_sccl_5/000-0000000-0000000?psc=1
B4699,"Teased, Pleased And Fed: A Milking Fantasy",Joan Farraneau,Romance,Western & Frontier,Kindle Edition,99.00,3.7,74,7326,https://www.amazon.in/Teased-Pleased-Fed-Milking-Fantasy-ebook/dp/B0774WJS54/ref=zg_bs_g_89265404031_d_sccl_20/000-0000000-0000000?psc=1
B4700,Technical Analysis of the Financial Markets: A Comprehensive Guide to Trading Methods and Applications,John J. Murphy,Literature & Fiction,Classic Fiction,Hardcover,"2,299.00",4.3,704,1618496,https://www.amazon.in/Technical-Analysis-Financial-Markets-Comprehensive/dp/059333244X/ref=zg_bs_g_1318159031_d_sccl_17/000-0000000-0000000?psc=1
B4701,Technofeudalism: What Killed Capitalism,Yanis Varoufakis,Politics,Political Ideologies,Paperback,591.00,4.3,116,68556,https://www.amazon.in/Technofeudalism-Killed-Capitalism-Yanis-Varoufakis/dp/1847927289/ref=zg_bs_g_1318180031_d_sccl_1/000-0000000-0000000?psc=1
B4702,Tell the Time Sticker Activity Book Fun Activity Book for Children 100 + Stickers,Wonder House Books,Children's Books,"Cars, Trains & Things That Go",Paperback,153.00,4.5,71,10863,https://www.amazon.in/Tell-Time-Sticker-Activity-Book/dp/9354405061/ref=zg_bs_g_67803460031_d_sccl_18/000-0000000-0000000?psc=1
B4703,Tempt Our Fate: A Small Town Enemies To Lovers Billionaire Romance (Sutten Mountain),Kat Singleton,Romance,Western & Frontier,Kindle Edition,415.00,4.3,4128,1713120,https://www.amazon.in/Tempt-Our-Fate-Billionaire-Mountain-ebook/dp/B0C4R77KKQ/ref=zg_bs_g_89265404031_d_sccl_11/000-0000000-0000000?psc=1
B4704,Temptation: A hate to love Indian billionaire romance (Fatal Attraction Book 1),Sapna Bhog,Romance,Romantic Suspense,Kindle Edition,199.00,4.7,257,51143,https://www.amazon.in/Temptation-Indian-billionaire-romance-Attraction-ebook/dp/B0CMP4ZFJG/ref=zg_bs_g_2590360031_d_sccl_15/000-0000000-0000000?psc=1
B4705,Ten Arguments For Deleting Your Social M,Jaron Lanier,"Computing, Internet & Digital Media",Internet & Social Media,Paperback,270.00,4.4,3764,1016280,https://www.amazon.in/Arguments-Deleting-Social-Media-Accounts/dp/1529112400/ref=zg_bs_g_1318113031_d_sccl_26/000-0000000-0000000?psc=1
B4706,Tenali Raman (Illustrated),Maple Press,Children's Books,Literature & Fiction,Kindle Edition,98.00,4.4,2027,198646,https://www.amazon.in/Tenali-Raman-Illustrated-Maple-Press-ebook/dp/B01JS63R3I/ref=zg_bs_g_1318083031_d_sccl_13/000-0000000-0000000?psc=1
B4707,"Testing, Commissioning, Operation and Maintenance of Electrical Equipments [Paperback]",Prof. Sunil S. Rao,Engineering,Electrical & Electronic Engineering,Paperback,690.00,4.2,224,154560,https://www.amazon.in/Commisioning-Operation-Maintenance-Electrical-Equuipments/dp/8174091858/ref=zg_bs_g_4149474031_d_sccl_6/000-0000000-0000000?psc=1
B4708,Text Book On Operation Theater Technology,B.C. BHAGAVAN,Medicine & Health Sciences,Test Preparation & Review,Paperback,769.00,3.4,16,12304,https://www.amazon.in/Text-Book-Operation-Theater-Technology/dp/B08FYDPFWY/ref=zg_bs_g_4149702031_d_sccl_10/000-0000000-0000000?psc=1
B4709,Text book on Renal Dialysis,B.C. Bhagavan,Medicine & Health Sciences,Test Preparation & Review,Paperback,770.00,3.3,8,6160,https://www.amazon.in/Text-book-Renal-Dialysis-Bhagavan/dp/B08FYCVY8P/ref=zg_bs_g_4149702031_d_sccl_26/000-0000000-0000000?psc=1
B4710,"Textbook of Anatomy-Head, Neck and Brain, Volume III",Vishram Singh,Science & Mathematics,Biology & Life Sciences,Paperback,793.00,4.2,20,15860,https://www.amazon.in/Textbook-Anatomy-Head-Neck-Brain/dp/8131264858/ref=zg_bs_g_4149711031_d_sccl_20/000-0000000-0000000?psc=1
B4711,"Textbook of Clinical Neuroanatomy, 4e",Singh,Science & Mathematics,Biology & Life Sciences,Paperback,658.00,4.6,632,415856,https://www.amazon.in/Textbook-Clinical-Neuroanatomy-4e-Singh/dp/8131261352/ref=zg_bs_g_4149711031_d_sccl_12/000-0000000-0000000?psc=1
B4712,Textbook Of Color Doppler Imaging,Satish K Bhargava,Medicine & Health Sciences,Reference,Hardcover,"1,260.00",3.7,3,3780,https://www.amazon.in/Textbook-Color-Doppler-Imaging-Bhargava/dp/818448996X/ref=zg_bs_g_4149694031_d_sccl_10/000-0000000-0000000?psc=1
B4713,Textbook Of Community Health Nursing Ii For Bsc Nursing (Pb 2020),MANIVANNAN S.D,Medicine & Health Sciences,Nursing,Paperback,447.00,4.4,265,118455,https://www.amazon.in/Textbook-Community-Health-Nursing-BSc/dp/9386827220/ref=zg_bs_g_4149670031_d_sccl_12/000-0000000-0000000?psc=1
B4714,TEXTBOOK OF COMMUNITY HEALTH NURSING II FOR GNM NURSING STUDENTS (PB 2020),GILL K K,Medicine & Health Sciences,Nursing,Paperback,483.00,4.4,41,19803,https://www.amazon.in/TEXTBOOK-COMMUNITY-HEALTH-NURSING-STUDENTS/dp/B07XQ9LWS5/ref=zg_bs_g_4149670031_d_sccl_9/000-0000000-0000000?psc=1
B4715,Textbook of Community Health Nursing-II,Prof.R.P Saxena,Medicine & Health Sciences,Nursing,Paperback,630.00,4.1,82,51660,https://www.amazon.in/Textbook-Community-Health-Nursing-II-Prof-R-P/dp/9386896427/ref=zg_bs_g_4149670031_d_sccl_15/000-0000000-0000000?psc=1
B4716,Textbook Of Electrical Technology : Ac And Dc Machines (volume - 2),B L Theraja,Engineering,Electrical & Electronic Engineering,Paperback,360.00,4.4,603,217080,https://www.amazon.in/Textbook-Electrical-Technology-Machines-Vol/dp/8121924375/ref=zg_bs_g_4149474031_d_sccl_26/000-0000000-0000000?psc=1
B4717,Textbook of Microbiology,Naveen Kango,Science & Mathematics,Biology & Life Sciences,Paperback,300.00,4,14,4200,https://www.amazon.in/Textbook-Microbiology-Naveen-Kango/dp/9380026447/ref=zg_bs_g_4149711031_d_sccl_16/000-0000000-0000000?psc=1
B4718,Textbook of Midwifery & Gynecological Nursing for B.Sc. Nursing Students (As Per INC Syllabus),Preeti Agarwal & Vinod Gupta,Medicine & Health Sciences,Nursing,Paperback,540.00,4.8,6,3240,https://www.amazon.in/Textbook-Midwifery-Gynecological-Nursing-Students/dp/8194716535/ref=zg_bs_g_4149670031_d_sccl_5/000-0000000-0000000?psc=1
B4719,TEXTBOOK OF MIDWIFERY AND GYNECOLOGICAL NURSING FOR GNM NURSING STUDENTS,Sandeep Kaur,Medicine & Health Sciences,Nursing,Paperback,808.00,4.3,28,22624,https://www.amazon.in/TEXTBOOK-MIDWIFERY-GYNECOLOGICAL-NURSING-STUDENTS/dp/9390619181/ref=zg_bs_g_4149670031_d_sccl_22/000-0000000-0000000?psc=1
B4720,TEXTBOOK OF MIDWIFERY AND OBSTETRICAL NURSING FOR BSC NURSING STUDENTS: AS PER THE SYLLABUS OF INDIAN NURSING COUNCIL BSC,Sandeep Kaur,Medicine & Health Sciences,Nursing,Paperback,832.00,4.1,45,37440,https://www.amazon.in/TEXTBOOK-MIDWIFERY-OBSTETRICAL-NURSING-STUDENTS/dp/9389261902/ref=zg_bs_g_4149670031_d_sccl_16/000-0000000-0000000?psc=1
B4721,Textbook of Otorhinolaryngology - Head and Neck Surgery: A Competency-Based Approach for Undergraduates,Suresh Pillai,Medicine & Health Sciences,Test Preparation & Review,Paperback,"1,348.00",4.9,28,37744,https://www.amazon.in/Textbook-Otorhinolaryngology-Competency-Based-Approach-Undergraduates/dp/9395390204/ref=zg_bs_g_4149702031_d_sccl_11/000-0000000-0000000?psc=1
B4722,"Textbook of Pharmacology, Pathology & Genetics for Nurses-II",Suresh Sharma,Medicine & Health Sciences,Nursing,Paperback,709.00,4.7,7,4963,https://www.amazon.in/Textbook-Pharmacology-Pathology-Genetics-Nurses-II/dp/9354655696/ref=zg_bs_g_4149670031_d_sccl_26/000-0000000-0000000?psc=1
B4723,Textbook Of Practical Physiology (5Th Edn),G K Pal,Medicine & Health Sciences,Test Preparation & Review,Paperback,716.00,4.6,151,108116,https://www.amazon.in/Textbook-Practical-Physiology-Fifth-Pal/dp/9389211646/ref=zg_bs_g_4149702031_d_sccl_22/000-0000000-0000000?psc=1
B4724,Textbook of Soil Science | 2nd Edition,T. Biswas,Science & Mathematics,Environmental Studies,Paperback,"1,041.00",4.5,123,128043,https://www.amazon.in/Textbook-Soil-Science-T-Biswas/dp/0074620436/ref=zg_bs_g_4149719031_d_sccl_15/000-0000000-0000000?psc=1
B4725,TEXTBOOK OF ZOOLOGY : Developmental and Evolutionary Biology : For Major and Minor Course : As per the Latest Curriculum of the Directives of NEP 2020.,Dr. Ritabrata Banerjee,Science & Mathematics,Biology & Life Sciences,Paperback,295.00,0,0,0,https://www.amazon.in/TEXTBOOK-ZOOLOGY-Developmental-Evolutionary-Curriculum/dp/8119948300/ref=zg_bs_g_4149711031_d_sccl_8/000-0000000-0000000?psc=1
B4726,"Thai Alphabet Handwriting Practice Workbook for Kids and Adults: 4 in 1 Tracing Consonants, Vowels, Numbers and Words Thai Language Learning",Alisscia B,Sports,Softball,Paperback,793.00,4.7,79,62647,https://www.amazon.in/Alphabet-Handwriting-Practice-Workbook-Adults/dp/B08XNBW95H/ref=zg_bs_g_1318274031_d_sccl_19/000-0000000-0000000?psc=1
B4727,Thank You for Being Late: An Optimist's Guide to Thriving in the Age of Accelerations,Thomas L. Friedman,Politics,International Relations & Globalization,Audible Audiobook,820.00,4.4,4512,3699840,https://www.amazon.in/Thank-You-Being-Late-Accelerations/dp/B01N7RG00D/ref=zg_bs_g_1318179031_d_sccl_11/000-0000000-0000000?psc=1
B4728,That Forever Girl (Getting Lucky Book 2),Meghan Quinn,Romance,Small Town Romance,Kindle Edition,129.15,4.5,14045,1813911.75,https://www.amazon.in/That-Forever-Girl-Getting-Lucky-ebook/dp/B07P1WZGPD/ref=zg_bs_g_92041937031_d_sccl_12/000-0000000-0000000?psc=1
B4729,That Second Chance (Getting Lucky Book 1),Meghan Quinn,Romance,Small Town Romance,Kindle Edition,129.15,4.3,15976,2063300.4,https://www.amazon.in/That-Second-Chance-Getting-Lucky-ebook/dp/B07K1VVC5W/ref=zg_bs_g_92041937031_d_sccl_2/000-0000000-0000000?psc=1
B4730,THE 12-WEEK FITNESS PROJECT (HINDI),Rujuta Diwekar,"Crafts, Home & Lifestyle",Lifestyle & Personal Style Guides,Paperback,153.00,4.2,259,39627,https://www.amazon.in/12-Week-Fitness-Project-Hindi/dp/9353451078/ref=zg_bs_g_1318125031_d_sccl_20/000-0000000-0000000?psc=1
B4731,The 13-Storey Treehouse (The Treehouse Series),Andy Griffiths,Teen & Young Adult,Social & Family Issues,Paperback,280.00,4.6,3436,962080,https://www.amazon.in/13-Storey-Treehouse-Books/dp/1447279786/ref=zg_bs_g_67803447031_d_sccl_1/000-0000000-0000000?psc=1
B4732,The 26-Storey Treehouse (The Treehouse Series),Andy Griffiths,Teen & Young Adult,Social & Family Issues,Paperback,267.31,4.7,2350,628178.5,https://www.amazon.in/26-Storey-Treehouse-Books/dp/1447279808/ref=zg_bs_g_67803447031_d_sccl_14/000-0000000-0000000?psc=1
B4733,"The 48 Laws of Power - SATTA - Shaktiche 48 Niyam (Marathi) [paperback] Robert Greene,Sarita Athawale (Translator) [Sep 29, 2022]É??",Robert Greene,Politics,Political Ideologies,Unknown Binding,405.00,4.4,34,13770,https://www.amazon.in/48-Laws-Power-Shaktiche-Marathi/dp/9391629601/ref=zg_bs_g_1318180031_d_sccl_10/000-0000000-0000000?psc=1
B4734,"The 4-Hour Body: An Uncommon Guide to Rapid Fat-loss, Incredible Sex and Becoming Superhuman",Timothy Ferriss,Sports,Training & Coaching,Kindle Edition,331.55,4.3,7584,2514475.2,https://www.amazon.in/4-Hour-Body-Uncommon-Incredible-Superhuman-ebook/dp/B004M8S3Y6/ref=zg_bs_g_1318279031_d_sccl_19/000-0000000-0000000?psc=1
B4735,The 52-Storey Treehouse (The Treehouse Series),Andy Griffiths,Teen & Young Adult,Social & Family Issues,Paperback,190.00,4.6,2451,465690,https://www.amazon.in/52-Storey-Treehouse-Books/dp/1447287576/ref=zg_bs_g_67803447031_d_sccl_13/000-0000000-0000000?psc=1
B4736,"The 8051 Microcontrollers & Embedded Systems, 2e",MAZIDI,Engineering,Electrical & Electronic Engineering,Paperback,200.00,4.4,620,124000,https://www.amazon.in/8051-Microcontroller-Embedded-Systems-Assembly/dp/8131710262/ref=zg_bs_g_4149474031_d_sccl_2/000-0000000-0000000?psc=1
B4737,The 99 Critical Shots in Pool: Everything You Need to Know to Learn and Master the Game (Other),Ray Martin,Sports,"Pool, Billiards & Snooker",Paperback,815.61,4.6,830,676956.3,https://www.amazon.in/99-Critical-Shots-Pool-Everything/dp/0812922417/ref=zg_bs_g_1318270031_d_sccl_1/000-0000000-0000000?psc=1
B4738,The Accidental Minecraft Family: Book 38: Search & Rescue: Cupid Chaos,Pixel Ate,Children's Books,"Fairy Tales, Folk Tales & Myths",Kindle Edition,373.00,5,6,2238,https://www.amazon.in/Accidental-Minecraft-Family-Search-Rescue-ebook/dp/B0CVQC7Q1B/ref=zg_bs_g_67803462031_d_sccl_30/000-0000000-0000000?psc=1
B4739,THE ADORNMENT OF GODS: RARE OBJECTS FROM THE AMRAPALI COLLECTION,Devdutt Pattanaik,Travel,Travel & Holiday Guides,Hardcover,559.00,4.4,8,4472,https://www.amazon.in/ADORNMENT-GODS-OBJECTS-AMRAPALI-COLLECTION/dp/9395073365/ref=zg_bs_g_1318297031_d_sccl_24/000-0000000-0000000?psc=1
B4740,The Adventures of Sherlock Holmes (AmazonClassics Edition),Arthur Conan Doyle,Literature & Fiction,"Crime, Thriller & Mystery",Kindle Edition,129.15,4.5,1720,222138,https://www.amazon.in/Adventures-Sherlock-Holmes-AmazonClassics-ebook/dp/B07NTTQVM3/ref=zg_bs_g_1318161031_d_sccl_8/000-0000000-0000000?psc=1
B4741,The Adventures of Tintin Volume 1,Herg??,Teen & Young Adult,History,Hardcover,599.00,4.7,345,206655,https://www.amazon.in/Adventures-Tintin-1-Herge/dp/1405282754/ref=zg_bs_g_67803450031_d_sccl_8/000-0000000-0000000?psc=1
B4742,The Adventures Of Tintin Volume 6,Herg??,Teen & Young Adult,History,Hardcover,905.91,4.7,198,179370.18,https://www.amazon.in/Adventures-Tintin-6-Herge/dp/1405282800/ref=zg_bs_g_67803450031_d_sccl_15/000-0000000-0000000?psc=1
B4743,The Age of Pandemics (18171920) : How They Shaped India and the World,Chinmay Tumbe,Medicine & Health Sciences,Research,Paperback,275.00,4.5,199,54725,https://www.amazon.in/Age-Pandemics-18171920-Shaped-India/dp/9356991316/ref=zg_bs_g_4149699031_d_sccl_4/000-0000000-0000000?psc=1
B4744,The Aircraft Book: The Definitive Visual History (DK Definitive Transport Guides),DK,"Sciences, Technology & Medicine",Transportation & Automotive,Hardcover,"1,699.00",4.7,228,387372,https://www.amazon.in/Aircraft-Book-Definitive-Visual-History/dp/024144635X/ref=zg_bs_g_1318215031_d_sccl_20/000-0000000-0000000?psc=1
B4745,The All-Around Horse and Rider,Donna Snyder-Smith,Sports,Equestrian & Animal Sports,Kindle Edition,"1,393.70",4.3,5,6968.5,https://www.amazon.in/All-Around-Horse-Rider-Donna-Snyder-Smith-ebook/dp/B00DNL10C0/ref=zg_bs_g_1318247031_d_sccl_11/000-0000000-0000000?psc=1
B4746,The Alpha and his Mate (Werewolf Mates Book 1),B E  WAKEFORD,Teen & Young Adult,Romance,Kindle Edition,312.00,4.2,2821,880152,https://www.amazon.in/Alpha-his-Mate-B-WAKEFORD-ebook/dp/B09RVHTJJF/ref=zg_bs_g_67803438031_d_sccl_28/000-0000000-0000000?psc=1
B4747,The Always Happy Series: Winky The Careless Little Wizard - A fun Story About Being Responsible - Beautifully Illustrated Picture Book For Children,Wonder House Books,Children's Books,"Fairy Tales, Folk Tales & Myths",Paperback,137.00,4.5,48,6576,https://www.amazon.in/Always-Happy-Responsible-Beautifully-Illustrated/dp/9354405177/ref=zg_bs_g_67803462031_d_sccl_12/000-0000000-0000000?psc=1
B4748,The Amazing Story of the Man Who Cycled from India to Europe for Love: 'You won't find any other love story that is so beautiful' Grazia,Per J Andersson,Sports,Cycling,Paperback,860.00,4.4,854,734440,https://www.amazon.in/Amazing-Story-Cycled-India-Europe/dp/1786072084/ref=zg_bs_g_1318246031_d_sccl_25/000-0000000-0000000?psc=1
B4749,The Amendment (The Contract Series Book 2),Melanie Moreland,Romance,Alpha Male,Kindle Edition,449.00,4.6,3571,1603379,https://www.amazon.in/Amendment-Contract-Book-3-ebook/dp/B07WJ2X243/ref=zg_bs_g_92041942031_d_sccl_15/000-0000000-0000000?psc=1
B4750,The American Heritage Dictionary of Idioms: American English Idiomatic Expressions & Phrases,Christine Ammer,Reference,Dictionaries & Thesauruses,Kindle Edition,448.35,4.5,171,76667.85,https://www.amazon.in/American-Heritage-Dictionary-Idioms-Expressions-ebook/dp/B00BVTMIDQ/ref=zg_bs_g_15412161031_d_sccl_20/000-0000000-0000000?psc=1
B4751,The Amish Dairy Man,Brenda Maxfield,Romance,Amish,Kindle Edition,74.00,4.5,280,20720,https://www.amazon.in/Amish-Dairy-Man-Brenda-Maxfield-ebook/dp/B08G1Q5TCN/ref=zg_bs_g_89265413031_d_sccl_16/000-0000000-0000000?psc=1
B4752,The Amish Meddler: Amish Romance (The Amish Bonnet Sisters Book 16),Samantha Price,Romance,Amish,Kindle Edition,409.00,4.6,563,230267,https://www.amazon.in/Amish-Meddler-Romance-Bonnet-Sisters-ebook/dp/B08BHK8G1R/ref=zg_bs_g_89265413031_d_sccl_6/000-0000000-0000000?psc=1
B4753,THE ANATOMY OF LIVERPOOL,Jonathan Wilson,Sports,Sporting Events & Organisations,Paperback,935.00,4.4,56,52360,https://www.amazon.in/ANATOMY-LIVERPOOL-Jonathan-Wilson/dp/1409126927/ref=zg_bs_g_1318275031_d_sccl_11/000-0000000-0000000?psc=1
B4754,"The Anatomy of Stretching, Second Edition: Your Illustrated Guide to Flexibility and Injury Rehabilitation",Brad Walker,Sports,Training & Coaching,Kindle Edition,733.96,4.7,1824,1338743.04,https://www.amazon.in/Anatomy-Stretching-Second-Illustrated-Rehabilitation-ebook/dp/B00BABT1LM/ref=zg_bs_g_1318279031_d_sccl_19/000-0000000-0000000?psc=1
B4755,The Arabian Nights: Illustrated Book For Children,Wonder House Books,Literature & Fiction,Humour,Hardcover,189.00,4.3,208,39312,https://www.amazon.in/Arabian-Nights-Illustrated-Book-Children/dp/9354405355/ref=zg_bs_g_1318143031_d_sccl_9/000-0000000-0000000?psc=1
B4756,"The Argumentative Indian: Writings on Indian History, Culture and Identity",Amartya Sen,Literature & Fiction,Essays,Kindle Edition,250.16,4.4,1274,318703.84,https://www.amazon.in/Argumentative-Indian-Writings-History-Identity-ebook/dp/B003YUC0P6/ref=zg_bs_g_1318172031_d_sccl_2/000-0000000-0000000?psc=1
B4757,The Art and Business of Online Writing: How to Beat the Game of Capturing and Keeping Attention,Nicolas Cole,"Language, Linguistics & Writing",Writing Guides,Kindle Edition,449.00,4.7,925,415325,https://www.amazon.in/Art-Business-Online-Writing-Capturing-ebook/dp/B08GZK274F/ref=zg_bs_g_1318151031_d_sccl_16/000-0000000-0000000?psc=1
B4758,The Art of Letting Go: Poetry for the Seekers,Sanhita Baruah,Literature & Fiction,Poetry,Kindle Edition,99.00,4.2,382,37818,https://www.amazon.in/Art-Letting-Go-Poetry-Seekers-ebook/dp/B07KK224RR/ref=zg_bs_g_1318175031_d_sccl_22/000-0000000-0000000?psc=1
B4759,The Art of Peace: Teachings of the Founder of Aikido Pocket Classic (Shambhala Pocket Classics),Morihei Ueshiba,Sports,Combat Sports & Self-Defence,Paperback,520.69,4.6,3108,1618304.52,https://www.amazon.in/Art-Peace-Shambhala-Pocket-Classics/dp/0877738513/ref=zg_bs_g_1318240031_d_sccl_10/000-0000000-0000000?psc=1
B4760,The Art of Seduction: An Indispensible Primer on the Ultimate Form of Power,Robert Greene,"Crafts, Home & Lifestyle",Lifestyle & Personal Style Guides,Audible Audiobook,135.00,4.5,9994,1349190,https://www.amazon.in/Art-Seduction-Indispensible-Primer-Ultimate/dp/B079TN3N8N/ref=zg_bs_g_1318125031_d_sccl_3/000-0000000-0000000?psc=1
B4761,"THE ART OF THINKING CLEARLY: BETTER THINKING, BETTER DECISIONS [Hardcover] Dobelli, Rolf",ROLF DOBELLI,Business & Economics,Analysis & Strategy,Hardcover,348.16,4.5,5211,1814261.76,https://www.amazon.in/ART-THINKING-CLEARLY-DECISIONS-Hardcover/dp/144475954X/ref=zg_bs_g_1318070031_d_sccl_5/000-0000000-0000000?psc=1
B4762,The Art of War (Telugu),Sun Tzu,History,Ancient,Paperback,97.23,4.1,179,17404.17,https://www.amazon.in/Art-War-Sun-Tzu/dp/8194898803/ref=zg_bs_g_4149495031_d_sccl_17/000-0000000-0000000?psc=1
B4763,The Art of War Marathi,Sun Tzu,History,Ancient,Paperback,97.23,3.9,67,6514.41,https://www.amazon.in/Art-War-Marathi-Sun-Tzu/dp/935440314X/ref=zg_bs_g_4149495031_d_sccl_9/000-0000000-0000000?psc=1
B4764,The Assamese: A Portrait of a Community,Sangeeta Barooah Pisharoty,Society & Social Sciences,Ethnography,Hardcover,719.00,4.3,3,2157,https://www.amazon.in/Assamese-Community-Sangeeta-Barooah-Pisharoty/dp/9391047769/ref=zg_bs_g_26437177031_d_sccl_7/000-0000000-0000000?psc=1
B4765,The Atlas Complex (Atlas series),Olivie Blake,"Fantasy, Horror & Science Fiction",Horror,Paperback,525.00,3.4,321,168525,https://www.amazon.in/Atlas-Complex-Olivie-Blake/dp/1529095360/ref=zg_bs_g_1318165031_d_sccl_24/000-0000000-0000000?psc=1
B4766,"The Babri Masjid Question, 1528-2003: É??A Matter of National HonourÉ??, Vol. 2",A. G. Noorani,Society & Social Sciences,Ethnography,Paperback,600.00,4.2,25,15000,https://www.amazon.in/Babri-Masjid-Question-1528-2003-National/dp/9382381465/ref=zg_bs_g_26437177031_d_sccl_4/000-0000000-0000000?psc=1
B4767,The Banished Prince (The Prince Series Book 1),Sundari Venkatraman,Literature & Fiction,Classic Fiction,Kindle Edition,250.00,4.6,16,4000,https://www.amazon.in/Banished-Prince-Book-ebook/dp/B0CTL2WXLT/ref=zg_bs_g_1318159031_d_sccl_28/000-0000000-0000000?psc=1
B4768,The Battle Of Rezang La: The true story of how 120 Indian soldiers faced 5000 Chinese troops | Essential Indian Army Books on War | Penguin Non-fiction,Kulpreet Yadav,"Arts, Film & Photography",Theory & Criticism,Paperback,283.00,4.8,436,123388,https://www.amazon.in/Battle-Rezang-soldiers-Essential-Non-fiction/dp/0143452053/ref=zg_bs_g_1318057031_d_sccl_28/000-0000000-0000000?psc=1
B4769,The Beast: A Mafia Romance,Shobana  Mahadevan,Romance,Romantic Comedy,Kindle Edition,299.00,3.9,180,53820,https://www.amazon.in/Beast-Shobana-Mahadevan-ebook/dp/B0BBP7GWTH/ref=zg_bs_g_86208348031_d_sccl_19/000-0000000-0000000?psc=1
B4770,"The Beauty, Complete Book of: A practical step-by-step guide to skincare, make-up, haircare, diet, body toning, fitness, health and vitality, with over 1000 photographs",Helena Sunnydale,"Crafts, Home & Lifestyle",Lifestyle & Personal Style Guides,Paperback,493.00,4.6,13,6409,https://www.amazon.in/Beauty-Complete-Book-step-step/dp/1844775313/ref=zg_bs_g_1318125031_d_sccl_16/000-0000000-0000000?psc=1
B4771,The Beginning of Infinity: Explanations That Transform the World,David Deutsch,"Sciences, Technology & Medicine",Astronomy,Audible Audiobook,135.00,4.5,1587,214245,https://www.amazon.in/Beginning-Infinity-Explanations-Transform-World/dp/B079CD75GV/ref=zg_bs_g_1318205031_d_sccl_6/000-0000000-0000000?psc=1
